review/summary,num_letters
great,5
low cost easi connect,18
way,3
great electron poor electron,25
work well ear support break,23
great product,12
hard improv,10
great headset price,17
good fit clear sound el ask,22
excel headset great valu,21
doe job well,10
work fine laptop,14
excel bluetooth headset,21
better could still use work worth,28
two strike,9
good batteri life play well,23
poor outgo voic level wors tech support,33
good qualiti w decent comfort,25
great sound reason comfort,23
great mic speaker qualiti,22
fantast bluetooth headset actual hear,33
excel price,10
good sound qualiti bad fit,22
veri heavi uncomfort wear,22
great terribl,12
use love,7
decent ear piec,13
expect ani repair servic,21
excel sound qualiti,17
ok price,7
work,4
logitech bluetooth headset,24
qualiti,7
bluetooth cool,13
good econom headset,17
still bullet proof month,21
great deal money,14
work veri well,12
sound great long batteri life ear piec broke,37
good sound aw wear,15
good,4
great,5
onli averag,10
sound qualiti fantast,19
love conveni safeti,17
bluetooth logitech headset,24
wonder earpiec,13
good headset,11
logitech mobil freedom bluetooth headset,36
work,4
logitech headset,15
logitech bluetooth,17
work great,9
realli cheap yet great headset,26
ok,2
sound great,10
work great,9
awar major flaw,13
work uncomfort,13
veri satisfi,11
poor recept painful ear holder poor sound transmiss skip one,51
work good,8
work well fit veri awkward,22
work fine hell ear,15
logitech letdown,15
good unit rapid diminish batteri life,32
logitech freedom bluetooth,24
logitech headset w nokia cell phone,30
great headset,12
uncomfort variabl sound qualiti,28
excel headset,12
better,6
stay away,8
logitech mobil freedom bluetooth,29
great sound,10
realli love headset,17
unsuit small ear,14
bbb big black beauti,17
work well new audiovox smartphon,28
quit nice,8
nice buy,7
bluetooth technolog great,23
good sold headset,15
exceed good,10
great product price,17
ok seem satisfactori,18
sure would hate,13
great headset,12
style style,10
great mayb,9
great product great price,22
logitech bluetooth headset,24
worst bluetooth headset ever,25
avoid item,9
freedom bluetooth,16
cheap function,13
review want,10
doe seem hold charg,16
onli look better,14
great product great price,22
work great hurt,13
first one good second good,22
could give devic star,18
great perform odd fit,18
great overal headset,18
way big,6
good choic bit clunki look,22
logitech mobil freedom bluetooth headset,36
issu pair multipl devic,20
frecuent connect siemen,21
veri comfort,11
great buy,8
work,4
good thing,9
piec junk broke alreadi,20
floppi dumbo ear,14
logitech mobil freedom bluetooth headset,36
great product,12
thought ear symmetr,17
good,4
great valu great product,21
great headset price,17
bad set,6
great valu,9
bluetooth great,14
product blow,11
voic qualiti good fit could better,29
real good,8
great product expect,18
good,4
enjoy bluetooth experi,20
good warranti break easili,23
good headset minor problem,23
easi cost effect realli good,24
veri low batteri life,18
veri happi bluetooth headset,25
plea headset,11
real good unit,12
excel bargain price pay,20
great sound bad switch design,25
first bluetooth headset pretti impress,34
good product great price,21
good bargain,11
work sure,8
veri good,8
work exact advertis,17
good qualiti bulki,16
best term function,16
yes doe xp recommend axim x v,23
return twice,11
decent sound bad batteri,21
great product,12
logitech headset,15
comfi clear connect,17
bulki liber,10
gradual declin perform,20
dead arriv,9
need better look work great,23
great sound take littl bit work find right ear fit,41
excel price,10
work fine clip break,17
tri dozen bluetooth headset best far,31
great theori,11
ear hurt sound somewhat small,25
year use buy best,14
logitech windstop technolog great,30
compatibl treo,13
great,5
excel headset,12
headset casual chat,17
excel low price easi use great sound long batteri life,45
work advertis,12
excel qualiti slight bulki,23
good acoust,10
work good,8
nice headset,11
logitech mobil freedom bluetooth headset,36
good valu get medimum rate look,26
nice featur bad sound qualiti,25
peopl tell look like peni hang ear,28
afford function veri good look,26
great valu best price,18
satisfi,7
good valu money,13
microphon soft,13
unmature product,15
buy plantron,11
defect unit,10
overal veri good product,21
excellnet perform ani price,24
littl bulki beat price,19
buy,3
ok first return twice,18
poor qualiti earpiec render product useless,38
great one design flaw,18
logitech mobil freedom bluetooth headset,36
great headset arm broke,20
good product good servic,21
truth,5
good product good price,20
keep look,8
veri good signal,14
piec junk,8
muy buen producto,15
terribl headset,14
veri plea new headset,18
perform good good fit ear doe look good,32
logitech bluetooth headset,24
good product price,16
excel valu,9
dose fit ear,10
great headset great price,22
quiet slight uncomforat,21
windstopp connect sp,18
good product,11
downgrad two star,15
great valu price,14
go,2
best thing ever got cell phone,25
logitech mobil freedom headset,27
bulki uncomfort,14
get better,9
great headset high recommend,25
excel sound qualiti keep ear,24
good headset,11
deal,4
great headphon,13
good sound qualiti poor aesthet weight ergonom,40
great bluetooth headset,21
excel equip,10
long batteri life littl heavi,25
price perform fantast deal,23
work well,8
worth price,10
logitech freedom headset top list,29
first day impress,15
logitech mobil freedom bluetooth headset,36
best bluetooth earphon,20
great sound qualiti batteri life,28
use year almost,13
work,4
work great month,14
thrill,6
istil plea,9
fantast headset,14
great gadget,11
good valu money,13
veri satisfi best valu,19
price pay best,12
bad custom support agre,20
veri good piec equip,17
low radiat uncomfort quiet annoy volum adjust,39
loud clear comfort,16
best bluetooth headset,20
great headset great price,22
great headset,12
terriabl,8
work great,9
far good,7
nice last,8
fine first month onli,18
mobil freedom headset,19
dissapoint comfort level,22
bluetooth headset,16
weak button,10
work ok nois reduct great,21
good product good price,20
job well,7
terriff oper,11
work good treo,12
good bulki,9
better expens headset,19
better jabra jx,13
decent audio uncomfort,20
great headset,12
satisfi,7
good buy,7
devic head write,14
best bang buck,12
awesom price,11
excel headset,12
logitech bluetooth headset,24
qualiti equip,12
work great ear piec broke,21
male bodi part,12
first last headset,16
non function box,14
defect,6
logitech bluetooth dead arriv,26
sure kangaroo,12
doe fit,6
veri unreli seller buy,19
small use,8
gomad brand product,17
break easili,11
durabl,6
damag batteri,12
doesnt work,10
work,4
great product,12
get pay,6
krusel make solid product,22
krusel multidapt voguish seri case flip phone black silver fit flip phone,62
great fault,10
buy,3
purchas theboom consid donat tax deduct,34
doe job noth el,12
superb nois cancel mic imperfect wearabl conveni,42
excel product money,17
excel design great craftsmanship,29
nice,4
veri nice case,12
treo w case work great,18
krusel multidapt case palm treo,27
thought gonna bomb,16
protect phone,12
plea get good case,15
right tool job,12
great seller communic,19
lg accessori,11
well made charger,15
fit bill nice,11
huuug,5
palmvx chang life got better,24
honeymoon,9
bought still lovin,16
nice organ,9
good first month,14
fit need perfect,14
quot palmon v delux carri case quot,29
one,3
good price uncomfort poor sound qualiti,34
nokia pop port,12
bad charger,10
home phone jack,13
good,4
got quick great price work perfect,29
littl speedi,11
soni ericsson,12
soni cell phone,13
sonyericsson obvious dream phone,29
camera phone,11
amaz sound,9
best camera phone seen yet user friend,32
el mejor celu en potencia precio,27
defect charg connector phone,25
great cameraaaaaa phone,21
good phone bad amazon,18
great phone could use littl enhanc,29
absolut love phone best,20
best phone ever use onli shape like startec,36
perfect companion,16
made switch motorola greatest phone ever,35
fair good phone,13
almost best phone known man kind,27
perfect phone,12
excel buy,8
good,4
overpr paperweight,17
low video resolut x pixel,21
excel phone,10
great phone,10
best class,9
photograph phone cell,19
power technolog,14
everyth expect,13
real digit camera cell phone,24
superb phone,11
best phone medium player camera,27
best phone ever made,17
great camera cel phone,19
great phone,10
amaz pictur gsm network,20
awsom,5
phone camera camera phone,22
excel phone plenti featur,22
excel phone,10
goodd phone,10
phone went dead le three month,25
love cellphon,12
love phone,9
detail pro con k,13
bit larg bulki good qualiti,23
best phone ever,13
simpli amaz,10
best phone ever,13
nice appeal phone lack featur,25
best camera phone,15
best phone class,14
excel phone excel servic,21
one best soni ericss phone,22
fulfil design marvel,18
soni ericsson k phone unlock,24
great phone silli slide camera cover,31
awesom one phone,14
bought one sooner,15
suprem convini,13
best camera phone around,21
excel build qualiti poor earpiec volum,33
el mejor telefono,15
hand free ear bud cell phone,23
veri happi,9
great improv,11
technocel nokia antenna,21
unimpress,9
samsung miss point,16
good phone mediocr batteri life,27
great phone,10
overal great phone high tech user,28
cool reliabl,11
recommend like actual talk phone,28
use pouch past month great,22
good batteri good valu,19
happi,5
quest holi grail,14
onli ok,6
phone horribl,12
lg phone averag,13
poor recept lg vx,14
flunk usabl,10
love phone,9
poor craftsmanship,17
pretti mediocr phone,18
mr austin,8
veri good phone,13
phone worst,10
one best phone verizon,19
great phone great price great network great choic,42
veri sleek phone,14
awesom spoil,11
love phone,9
lg faboul,8
solid phone great featur bad batteri,31
bad servic poor design,19
great phone far,13
noth write home,13
good phone flaw,13
bad,3
good prepaid,11
im bore,6
bad recept great featur,20
reliabl durabl sensisbl phone,26
recept batteri life problem,24
terribl,7
month,5
good phone flaw mention,20
great phone,10
like,4
good sound qualiti fatal flaw,25
expect,6
best phone ever,13
first lg phone made right choic,26
great phone,10
overal good buy,13
great phone,10
say,3
jazzi phone doe basic right buy,26
guess pick wrong phone,19
lg vx batteri,11
great littl phone,15
best lg,6
phone,5
good isnt,8
great phone,10
aw recept aw custom servic,22
serious design flaw,17
love hate phone,13
good phone overal signific annoy,28
wish nokia made camera phone verizon use,34
bewar batteri,12
take lick fri keep tick,19
fair good phone unspectacular,26
good phone money perfect,21
best cell phone without pay much,27
great phone,10
far great phone,13
awesom phone,11
love phone,9
great phone,10
overal veri good phone,19
problem,7
great phone,10
worst cell phone ever,18
hate phone,9
overal good choic,15
overal great phone annoy problem,28
read great phone save time research,30
newest phone,11
veri good phone,13
better samsung,13
nice phone,9
nice featur especi mid rang price,28
current verizon wireless best valu tri mode phone,42
like lg vx alot,12
great phone,10
awsom fone man,12
horribl horribl,14
sound horrid,11
recommend,9
mm mm adapt samsung intens,22
let explain star come,18
bewar item pictur,15
worth penni,10
cheap plastic,12
leather case older nokia model,26
lg chocol batteri,15
ok temp batteri,13
great protect treo,16
great case cheap price,19
buy case,7
good case,8
qualiti product steal,19
superb case treo,14
quit bulki,9
dissapoint krusel,16
krussel,7
good price weak clip,17
charger kill phone,16
silli work,9
great,5
ok find origin,12
cell phone charger,16
excel product,12
car charger batteri,17
recomend,8
great buy,8
support problem,14
cdm,3
cabl work softwar instal difficult,30
get pay,6
motorola razr v v c pebl u slvr v auto car charger w ic chip,46
found way,8
treo headset mm headphon jack,25
true mm femal mm male adapt,22
good best,8
veri nice product price,20
veri bad qualiti,14
prompt servic,12
great product,12
mm male mm femal adapt work great,27
phone look great terribl built navig,31
